id,sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_days_from_compas,c_charge_degree,is_recid,r_charge_degree,r_days_from_arrest,is_violent_recid,vr_charge_degree,type_of_assessment,score_text,v_type_of_assessment,v_decile_score,v_score_text,start,end,event,two_year_recid,r_days_from_arrest_missing
3110,Male,21,Less than 25,Caucasian,0,4,0,1,0,-1.0,1.0,M,1,(M1),-1.0,1,(M1),Risk of Recidivism,Low,Risk of Violence,5,Medium,0,380,1,1,1
3112,Male,35,25 - 45,African-American,0,8,0,0,0,-1.0,1.0,F,1,(M2),-1.0,0,No_Recidivism,Risk of Recidivism,High,Risk of Violence,2,Low,0,955,1,0,1
3113,Male,34,25 - 45,Hispanic,0,3,0,0,2,-1.0,1.0,F,1,(F3),0.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,2,Low,9,325,1,1,0
3114,Male,41,25 - 45,Asian,0,8,0,0,2,-1.0,1.0,F,1,(F3),0.0,0,No_Recidivism,Risk of Recidivism,High,Risk of Violence,2,Low,161,282,1,1,0
3116,Male,23,Less than 25,African-American,0,10,0,0,1,-1.0,1.0,F,1,(F3),0.0,0,No_Recidivism,Risk of Recidivism,High,Risk of Violence,10,High,15,77,1,1,0
3117,Male,23,Less than 25,African-American,0,6,0,0,3,-1.0,1.0,F,1,(M1),13.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,5,Medium,1,213,1,1,0
3118,Male,28,25 - 45,African-American,0,4,0,0,2,0.0,0.0,M,1,(F3),0.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,3,Low,3,618,0,0,0
3120,Male,21,Less than 25,Hispanic,0,4,0,0,0,0.0,1.0,F,1,(M1),-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,6,Medium,0,15,1,1,1
3122,Male,46,Greater than 45,Caucasian,0,4,0,1,2,-1.0,1.0,M,1,(CO3),0.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,2,753,1,0,0
3129,Male,56,Greater than 45,African-American,0,2,0,0,1,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,884,0,0,1
3131,Male,40,25 - 45,Hispanic,0,5,0,0,8,-1.0,1.0,F,1,(M2),1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,2,Low,0,138,0,1,0
3132,Male,30,25 - 45,Hispanic,0,3,0,0,5,-1.0,1.0,F,1,(M2),-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,2,Low,1,275,1,1,1
3134,Male,24,Less than 25,African-American,0,4,0,0,1,-1.0,1.0,M,1,(M1),0.0,1,(M1),Risk of Recidivism,Low,Risk of Violence,6,Medium,0,212,1,1,0
3136,Female,33,25 - 45,Caucasian,0,1,0,0,0,-1.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,774,0,0,1
3137,Male,48,Greater than 45,Caucasian,0,8,0,0,2,-1.0,1.0,M,1,(M1),0.0,1,(M1),Risk of Recidivism,High,Risk of Violence,5,Medium,3,183,0,0,0
3138,Male,33,25 - 45,African-American,0,6,0,0,11,-1.0,1.0,F,1,(F2),1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,2,Low,44,444,1,1,0
3139,Male,25,25 - 45,Hispanic,0,7,0,0,0,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,5,Medium,0,193,0,0,1
3145,Male,30,25 - 45,African-American,0,5,1,1,7,-1.0,1.0,F,1,(M2),-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,3,Low,0,93,0,1,1
3146,Male,37,25 - 45,Hispanic,0,3,0,0,0,-1.0,1.0,F,1,(F2),1.0,1,(M1),Risk of Recidivism,Low,Risk of Violence,2,Low,2,481,1,1,0
3152,Female,43,25 - 45,Caucasian,0,8,0,0,7,-21.0,21.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,High,Risk of Violence,4,Low,0,842,0,0,1
3153,Male,32,25 - 45,Caucasian,0,3,0,0,0,0.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,2,Low,1,53,0,0,1
3154,Male,33,25 - 45,Other,0,7,0,0,3,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,2,Low,0,51,0,0,1
3155,Male,39,25 - 45,Other,0,2,1,0,4,-30.0,31.0,F,1,(M2),0.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,112,1,1,0
3156,Male,49,Greater than 45,Caucasian,0,1,0,0,4,-11.0,16.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,2,Low,0,910,0,0,1
3157,Male,24,Less than 25,Caucasian,0,4,0,0,0,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,5,Medium,18,1172,0,0,1
3158,Male,26,25 - 45,African-American,0,9,0,0,1,0.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,High,Risk of Violence,8,High,0,224,0,0,1
3159,Male,42,25 - 45,Caucasian,0,2,0,0,0,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,1,830,0,0,1
3160,Male,22,Less than 25,African-American,0,6,0,0,1,-1.0,1.0,F,1,(M1),0.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,6,Medium,5,6,1,1,0
3161,Male,36,25 - 45,Hispanic,0,1,0,0,0,0.0,0.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,1158,0,0,1
3162,Male,29,25 - 45,Caucasian,0,7,0,1,7,-1.0,1.0,M,1,(M2),0.0,1,(M1),Risk of Recidivism,Medium,Risk of Violence,6,Medium,27,142,1,1,0
3163,Male,39,25 - 45,Caucasian,0,3,0,0,0,0.0,0.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,3,Low,18,935,0,0,1
3164,Male,27,25 - 45,African-American,0,6,2,1,13,0.0,0.0,F,1,(M2),0.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,3,Low,14,22,1,1,0
3165,Male,38,25 - 45,Caucasian,0,5,0,0,2,-1.0,1.0,F,1,(M2),0.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,3,Low,7,143,0,1,0
3166,Male,20,Less than 25,Caucasian,0,2,0,0,0,-1.0,0.0,F,1,(F3),99.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,5,Medium,0,1,1,1,0
3168,Male,25,25 - 45,African-American,2,10,0,0,4,-1.0,1.0,F,1,(M1),0.0,0,No_Recidivism,Risk of Recidivism,High,Risk of Violence,7,Medium,85,132,0,1,0
3169,Male,53,Greater than 45,Caucasian,0,1,0,0,0,-1.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,851,0,0,1
3170,Female,27,25 - 45,African-American,0,8,0,0,0,-1.0,1.0,M,1,(M2),314.0,0,No_Recidivism,Risk of Recidivism,High,Risk of Violence,4,Low,6,85,1,1,0
3174,Male,21,Less than 25,Other,0,5,0,0,0,-1.0,1.0,F,1,(M2),0.0,1,(F1),Risk of Recidivism,Medium,Risk of Violence,8,High,5,96,1,1,0
3175,Male,50,Greater than 45,Caucasian,0,1,0,0,1,-1.0,1.0,M,1,(M1),0.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,4,223,1,1,0
3176,Male,41,25 - 45,African-American,0,5,0,0,4,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,2,Low,0,895,0,0,1
3178,Male,22,Less than 25,Caucasian,0,8,0,2,5,-2.0,2.0,F,1,(F3),0.0,1,(F3),Risk of Recidivism,High,Risk of Violence,6,Medium,3,6,1,1,0
3181,Male,22,Less than 25,Caucasian,0,7,0,2,0,-1.0,1.0,F,1,(M1),1.0,1,(M1),Risk of Recidivism,Medium,Risk of Violence,6,Medium,2,92,0,1,0
3182,Male,25,25 - 45,African-American,0,5,0,0,2,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,3,Low,26,1184,0,0,1
3183,Male,42,25 - 45,African-American,0,4,0,0,1,-1.0,1.0,F,1,(M2),0.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,3,Low,0,255,1,1,0
3188,Male,51,Greater than 45,Other,0,1,0,0,2,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,1136,0,0,1
3190,Male,24,Less than 25,African-American,0,3,0,1,0,0.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,5,Medium,0,1175,0,0,1
3191,Male,37,25 - 45,African-American,0,4,0,0,4,0.0,0.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,2,Low,93,948,0,0,1
3192,Male,37,25 - 45,Caucasian,0,1,0,0,0,-3.0,3.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,1068,0,0,1
3197,Female,27,25 - 45,Other,0,2,0,0,0,-1.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,2,Low,0,1165,0,0,1
3198,Male,21,Less than 25,Other,0,6,0,0,0,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,6,Medium,4,97,0,0,1
3200,Male,35,25 - 45,African-American,0,1,0,0,1,0.0,0.0,F,1,(F2),0.0,1,(F2),Risk of Recidivism,Low,Risk of Violence,1,Low,1,67,1,1,0
3203,Female,24,Less than 25,Caucasian,0,8,0,0,0,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,High,Risk of Violence,5,Medium,36,110,0,0,1
3205,Male,49,Greater than 45,Caucasian,0,1,0,0,2,-1.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,215,0,0,1
3206,Male,38,25 - 45,African-American,0,6,0,0,9,-5.0,4.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,8,High,0,232,0,0,1
3207,Male,61,Greater than 45,Other,0,1,0,0,0,-1.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,996,0,0,1
3208,Female,30,25 - 45,African-American,0,2,0,0,0,0.0,0.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,2,Low,0,810,0,0,1
3209,Male,22,Less than 25,African-American,0,6,0,0,3,-1.0,1.0,F,1,(M1),0.0,1,(F3),Risk of Recidivism,Medium,Risk of Violence,5,Medium,127,881,1,0,0
3212,Male,25,25 - 45,African-American,0,7,0,0,0,-1.0,1.0,F,1,(M2),0.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,3,Low,1,158,1,1,0
3214,Female,30,25 - 45,Hispanic,0,3,0,0,3,-1.0,1.0,M,1,(F3),-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,2,Low,0,244,1,1,1
3215,Male,52,Greater than 45,Caucasian,0,1,0,0,0,-1.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,867,0,0,1
3217,Male,26,25 - 45,Caucasian,0,2,0,0,0,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,3,Low,0,739,0,0,1
3218,Male,26,25 - 45,Other,0,4,0,0,0,-1.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,2,Low,0,748,0,0,1
3223,Male,45,Greater than 45,Caucasian,0,9,0,0,9,-1.0,1.0,F,1,(F3),-1.0,0,No_Recidivism,Risk of Recidivism,High,Risk of Violence,4,Low,54,277,0,1,1
3225,Male,20,Less than 25,African-American,0,9,0,0,0,-1.0,1.0,F,1,(F3),0.0,0,No_Recidivism,Risk of Recidivism,High,Risk of Violence,7,Medium,0,66,1,1,0
3226,Male,29,25 - 45,African-American,0,8,0,0,4,-1.0,2.0,F,1,(F3),49.0,1,(F3),Risk of Recidivism,High,Risk of Violence,9,High,79,657,0,0,0
3227,Male,43,25 - 45,Caucasian,0,6,0,0,1,-1.0,1.0,F,1,(F3),0.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,4,Low,68,118,1,1,0
3229,Male,26,25 - 45,Caucasian,0,5,0,0,2,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,6,Medium,0,1147,0,0,1
3230,Female,46,Greater than 45,African-American,0,4,0,0,4,-1.0,0.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,3,Low,0,815,0,0,1
3232,Female,46,Greater than 45,African-American,0,1,0,0,0,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,741,0,0,1
3236,Male,29,25 - 45,African-American,0,10,0,0,12,-1.0,1.0,F,1,(M2),-1.0,1,(F2),Risk of Recidivism,High,Risk of Violence,7,Medium,5,38,0,1,1
3237,Male,41,25 - 45,Caucasian,0,1,0,0,0,0.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,850,0,0,1
3240,Female,25,25 - 45,African-American,0,7,0,0,5,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,3,Low,0,35,0,0,1
3242,Male,23,Less than 25,African-American,1,7,0,0,2,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,5,Medium,17,753,0,0,1
3246,Male,30,25 - 45,Caucasian,0,3,0,0,0,-1.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,2,Low,0,863,0,0,1
3247,Male,34,25 - 45,Caucasian,0,6,0,0,1,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,4,Low,2,1071,0,0,1
3248,Male,70,Greater than 45,Caucasian,0,1,0,0,11,-13.0,13.0,F,1,(M2),-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,645,1,1,1
3250,Male,52,Greater than 45,Caucasian,0,1,0,0,2,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,1,843,0,0,1
3255,Male,51,Greater than 45,African-American,0,2,0,0,4,-26.0,26.0,M,1,(M2),1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,2,Low,0,779,1,0,0
3259,Female,45,Greater than 45,Native American,0,10,0,0,15,-1.0,1.0,F,1,(M2),-1.0,0,No_Recidivism,Risk of Recidivism,High,Risk of Violence,9,High,0,6,0,1,1
3260,Male,55,Greater than 45,African-American,0,6,0,0,21,0.0,1.0,F,1,(M1),0.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,5,Medium,85,101,1,1,0
3261,Female,49,Greater than 45,Caucasian,0,1,0,0,1,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,934,0,0,1
3265,Female,47,Greater than 45,Caucasian,0,1,0,0,0,0.0,0.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,1069,0,0,1
3267,Male,27,25 - 45,African-American,0,2,0,0,0,0.0,0.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,3,Low,1,972,0,0,1
3268,Male,25,25 - 45,Caucasian,0,7,2,0,5,-3.0,3.0,M,1,(M2),0.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,4,Low,0,634,0,1,0
3270,Male,21,Less than 25,African-American,0,10,1,0,1,0.0,0.0,F,1,(M1),0.0,0,No_Recidivism,Risk of Recidivism,High,Risk of Violence,9,High,59,59,1,1,0
3272,Male,37,25 - 45,African-American,0,10,0,1,26,-1.0,1.0,F,1,(F3),0.0,0,No_Recidivism,Risk of Recidivism,High,Risk of Violence,8,High,1,104,1,1,0
3273,Male,21,Less than 25,African-American,0,9,0,0,1,-1.0,1.0,F,1,(F3),0.0,0,No_Recidivism,Risk of Recidivism,High,Risk of Violence,9,High,48,195,1,1,0
3274,Male,21,Less than 25,African-American,0,6,0,0,0,-2.0,2.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,6,Medium,0,1016,0,0,1
3278,Male,25,25 - 45,African-American,0,10,0,0,4,0.0,1.0,F,1,(M2),-1.0,0,No_Recidivism,Risk of Recidivism,High,Risk of Violence,9,High,0,426,0,1,1
3280,Female,27,25 - 45,African-American,0,5,0,0,3,-1.0,1.0,F,1,(M2),-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,3,Low,0,33,1,1,1
3281,Male,30,25 - 45,Caucasian,0,4,0,0,3,-1.0,1.0,F,1,(M2),0.0,1,(F3),Risk of Recidivism,Low,Risk of Violence,4,Low,11,148,1,1,0
3283,Male,70,Greater than 45,Caucasian,0,1,0,0,0,-1.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,782,0,0,1
3284,Male,37,25 - 45,Caucasian,0,9,0,0,11,-1.0,1.0,F,1,(M1),1.0,0,No_Recidivism,Risk of Recidivism,High,Risk of Violence,4,Low,0,61,1,1,0
3285,Male,46,Greater than 45,African-American,0,5,0,0,5,0.0,0.0,F,1,(M1),0.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,7,Medium,2,348,1,1,0
3286,Male,40,25 - 45,Other,0,1,0,0,4,-1.0,1.0,M,1,(M1),280.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,1,328,1,1,0
3288,Male,43,25 - 45,African-American,0,4,0,0,18,-1.0,1.0,F,1,(M2),0.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,3,Low,8,191,1,1,0
3289,Male,38,25 - 45,African-American,0,6,0,0,15,0.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,5,Medium,55,594,0,0,1
3290,Male,29,25 - 45,African-American,0,4,0,0,0,0.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,2,Low,0,1115,0,0,1
3291,Male,37,25 - 45,African-American,0,2,0,0,8,0.0,0.0,M,1,(F3),0.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,3,Low,1,77,1,1,0
3292,Male,38,25 - 45,Hispanic,0,4,0,0,3,-21.0,21.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,904,0,0,1
3293,Female,27,25 - 45,Caucasian,0,3,0,0,0,-4.0,4.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,2,Low,0,991,0,0,1
3294,Female,20,Less than 25,Other,0,5,0,0,0,0.0,1.0,M,1,(M2),-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,7,Medium,11,189,1,1,1
3295,Male,44,25 - 45,Hispanic,0,1,0,0,0,0.0,0.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,1176,0,0,1
3298,Male,31,25 - 45,Caucasian,0,5,0,0,6,-1.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,5,Medium,0,1161,0,0,1
3299,Male,29,25 - 45,African-American,0,2,0,0,3,-1.0,1.0,F,1,(F3),0.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,3,Low,0,340,1,1,0
3301,Female,30,25 - 45,African-American,0,2,0,0,0,-1.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,2,Low,0,912,0,0,1
3302,Female,25,25 - 45,Caucasian,0,5,0,0,2,-25.0,25.0,F,1,(M2),-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,3,Low,0,185,1,1,1
3304,Male,40,25 - 45,African-American,0,2,0,0,3,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,1140,0,0,1
3306,Male,33,25 - 45,Caucasian,0,3,0,0,1,0.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,2,Low,1,1118,0,0,1
3309,Male,26,25 - 45,Caucasian,0,5,0,0,5,-1.0,1.0,F,1,(M1),1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,4,Low,0,589,1,1,0
3310,Male,31,25 - 45,Hispanic,0,3,1,0,1,0.0,0.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,5,Medium,1,109,0,0,1
3312,Male,61,Greater than 45,Caucasian,0,1,0,0,1,-1.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,1174,0,0,1
3314,Male,30,25 - 45,Caucasian,0,4,0,0,2,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,3,Low,0,939,0,0,1
3315,Male,62,Greater than 45,Caucasian,0,1,0,0,0,-1.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,1,909,0,0,1
3316,Female,27,25 - 45,Caucasian,0,8,0,0,4,8.0,13.0,M,1,(M2),1.0,0,No_Recidivism,Risk of Recidivism,High,Risk of Violence,7,Medium,0,7,1,1,0
3318,Male,48,Greater than 45,Caucasian,0,6,0,0,9,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,1,Low,0,549,0,0,1
3319,Female,40,25 - 45,Caucasian,0,2,0,0,0,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,828,0,0,1
3320,Male,24,Less than 25,Caucasian,0,4,0,0,0,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,5,Medium,2,836,0,0,1
3322,Male,22,Less than 25,African-American,0,4,0,0,0,-1.0,1.0,F,1,(M2),-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,5,Medium,0,213,1,1,1
3323,Male,30,25 - 45,African-American,0,8,0,0,4,-1.0,1.0,M,1,(M2),-1.0,0,No_Recidivism,Risk of Recidivism,High,Risk of Violence,8,High,15,152,1,1,1
3324,Male,63,Greater than 45,Caucasian,0,1,0,0,0,0.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,1144,0,0,1
3326,Male,33,25 - 45,African-American,0,10,0,0,4,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,High,Risk of Violence,9,High,0,868,0,0,1
3329,Male,43,25 - 45,Caucasian,0,4,0,0,0,-5.0,5.0,M,1,(M1),0.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,31,1,1,0
3331,Male,26,25 - 45,African-American,0,10,0,0,3,0.0,1.0,F,1,(M1),-1.0,0,No_Recidivism,Risk of Recidivism,High,Risk of Violence,10,High,34,684,1,1,1
3332,Male,51,Greater than 45,African-American,0,1,0,0,1,-17.0,17.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,889,0,0,1
3333,Male,39,25 - 45,Caucasian,0,1,0,0,3,-1.0,1.0,F,1,(M1),0.0,1,(M1),Risk of Recidivism,Low,Risk of Violence,1,Low,0,673,1,1,0
3335,Female,30,25 - 45,Hispanic,0,3,0,0,0,-1.0,1.0,M,1,(M1),0.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,2,Low,0,371,0,1,0
3337,Male,32,25 - 45,African-American,0,8,0,0,14,-1.0,1.0,F,1,(M2),-1.0,0,No_Recidivism,Risk of Recidivism,High,Risk of Violence,2,Low,0,22,1,1,1
3338,Male,22,Less than 25,African-American,0,6,0,0,0,-2.0,2.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,5,Medium,0,65,0,0,1
3339,Male,59,Greater than 45,Caucasian,0,1,0,0,0,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,1134,0,0,1
3340,Male,38,25 - 45,African-American,0,7,5,0,37,-1.0,1.0,M,1,(F3),-1.0,1,(F3),Risk of Recidivism,Medium,Risk of Violence,2,Low,30,138,1,1,1
3341,Male,23,Less than 25,African-American,0,6,0,0,2,0.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,5,Medium,238,1052,0,0,1
3342,Male,42,25 - 45,African-American,0,1,0,0,0,0.0,0.0,M,1,(M1),-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,1,645,1,1,1
3344,Male,38,25 - 45,African-American,0,7,0,0,2,0.0,0.0,F,1,(F3),1.0,1,(F3),Risk of Recidivism,Medium,Risk of Violence,3,Low,193,292,1,1,0
3345,Female,34,25 - 45,Caucasian,0,3,0,0,2,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,2,Low,0,1161,0,0,1
3347,Female,36,25 - 45,African-American,0,3,0,0,7,-1.0,1.0,F,1,(M2),-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,3,Low,1,214,1,1,1
3349,Male,36,25 - 45,African-American,0,3,0,0,0,-1.0,1.0,M,1,(M2),-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,442,1,1,1
3350,Male,31,25 - 45,African-American,0,1,0,0,1,-14.0,15.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,2,Low,0,878,0,0,1
3351,Female,28,25 - 45,African-American,0,4,0,0,3,-1.0,1.0,F,1,(F3),-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,4,Low,4,103,1,1,1
3354,Male,28,25 - 45,African-American,0,2,0,0,1,0.0,0.0,F,1,(M2),-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,2,Low,0,550,1,1,1
