y_true,y_pred,race_group,explicacao_shap
1,1,Black,"situacao_de_emprego [jobs_per_year=0.0, percent_days_employed=0.0] (aumenta o risco); delinquency_reports = 1 (aumenta o risco); prior_arrest_episodes_felony = 10 (aumenta o risco); prior_arrest_episodes_ppviolationcharges = 5 (aumenta o risco)"
0,0,Black,"situacao_de_emprego [jobs_per_year=0.8908536585365853, percent_days_employed=0.1682926829268293] (aumenta o risco); drugtests_thc_positive = 0.0294117648154497 (reduz o risco); age_at_release = 1 (aumenta o risco); residence_changes = 3 (aumenta o risco)"
1,0,White,"situacao_de_emprego [jobs_per_year=0.0, percent_days_employed=0.0] (aumenta o risco); gang_affiliated = -1 (reduz o risco); program_unexcusedabsences = 1 (aumenta o risco); delinquency_reports = 0 (aumenta o risco)"
0,0,White,"situacao_de_emprego [jobs_per_year=2.049088359046284, percent_days_employed=1.0] (reduz o risco); historico_crimes_misdemeanor [prior_arrest_episodes_misd=6, prior_conviction_episodes_misd=4] (aumenta o risco); residence_changes = 2 (aumenta o risco); program_attendances = 6 (reduz o risco)"
0,1,Black,"situacao_de_emprego [jobs_per_year=0.0, percent_days_employed=0.0] (aumenta o risco); delinquency_reports = 0 (aumenta o risco); program_attendances = 0 (aumenta o risco); age_at_release = 2 (aumenta o risco)"
1,1,Black,"situacao_de_emprego [jobs_per_year=2.0, percent_days_employed=0.0150375939849624] (aumenta o risco); prior_revocations_parole = 1 (aumenta o risco); avg_days_per_drugtest = 0.0 (aumenta o risco); age_at_release = 1 (aumenta o risco)"
0,0,White,"situacao_de_emprego [jobs_per_year=1.544397463002114, percent_days_employed=1.0] (reduz o risco); prior_arrest_episodes_felony = 9 (aumenta o risco); historico_crimes_misdemeanor [prior_arrest_episodes_misd=5, prior_conviction_episodes_misd=4] (aumenta o risco); condition_mh_sa = 1 (aumenta o risco)"
0,1,Black,"situacao_de_emprego [jobs_per_year=0.0, percent_days_employed=0.0] (aumenta o risco); delinquency_reports = 3 (reduz o risco); prior_revocations_parole = 1 (aumenta o risco); avg_days_per_drugtest = 200.5 (aumenta o risco)"
1,1,Black,"situacao_de_emprego [jobs_per_year=0.0, percent_days_employed=0.0] (aumenta o risco); historico_crimes_misdemeanor [prior_arrest_episodes_misd=6, prior_conviction_episodes_misd=4] (aumenta o risco); condition_mh_sa = 0 (reduz o risco); prior_arrest_episodes_felony = 10 (aumenta o risco)"
1,1,Black,"situacao_de_emprego [jobs_per_year=0.0, percent_days_employed=0.0] (aumenta o risco); delinquency_reports = 0 (aumenta o risco); prior_arrest_episodes_felony = 10 (aumenta o risco); age_at_release = 2 (aumenta o risco)"
0,0,White,"situacao_de_emprego [jobs_per_year=0.6352173913043477, percent_days_employed=0.4757281553398058] (reduz o risco); drugtests_thc_positive = 0.1388888955116272 (reduz o risco); foi_testado_drogas = 0 (reduz o risco); condition_mh_sa = 0 (reduz o risco)"
0,0,White,"situacao_de_emprego [jobs_per_year=0.3860993657505286, percent_days_employed=0.8657505285412262] (reduz o risco); gang_affiliated = -1 (reduz o risco); age_at_release = 4 (reduz o risco); condition_mh_sa = 1 (aumenta o risco)"
0,1,Black,"situacao_de_emprego [jobs_per_year=0.0, percent_days_employed=0.0] (aumenta o risco); delinquency_reports = 1 (aumenta o risco); prior_arrest_episodes_felony = 10 (aumenta o risco); historico_crimes_propriedade [prior_arrest_episodes_property=5, prior_conviction_episodes_prop=1] (aumenta o risco)"
0,0,White,"situacao_de_emprego [jobs_per_year=0.6352173913043477, percent_days_employed=0.4757281553398058] (reduz o risco); drugtests_thc_positive = 0.0121951214969158 (reduz o risco); foi_testado_drogas = 0 (reduz o risco); delinquency_reports = 4 (reduz o risco)"
1,1,Black,"situacao_de_emprego [jobs_per_year=1.328181818181818, percent_days_employed=0.1654545454545455] (aumenta o risco); delinquency_reports = 1 (aumenta o risco); drugtests_thc_positive = 0.5 (aumenta o risco); supervision_risk_score_first = 9.0 (aumenta o risco)"
1,0,Black,"situacao_de_emprego [jobs_per_year=0.918867924528302, percent_days_employed=1.0] (reduz o risco); delinquency_reports = 4 (reduz o risco); program_attendances = 10 (reduz o risco); drugtests_thc_positive = 0.125 (reduz o risco)"
0,0,Black,"situacao_de_emprego [jobs_per_year=0.921185372005044, percent_days_employed=0.8865069356872636] (reduz o risco); program_attendances = 10 (reduz o risco); avg_days_per_drugtest = 113.2857142857143 (reduz o risco); prison_years = 2 (reduz o risco)"
1,0,White,"situacao_de_emprego [jobs_per_year=1.554255319148936, percent_days_employed=1.0] (reduz o risco); gang_affiliated = -1 (reduz o risco); prior_arrest_episodes_felony = 10 (aumenta o risco); historico_crimes_propriedade [prior_arrest_episodes_property=5, prior_conviction_episodes_prop=3] (aumenta o risco)"
1,1,Black,"delinquency_reports = 4 (reduz o risco); situacao_de_emprego [jobs_per_year=0.0, percent_days_employed=0.0] (aumenta o risco); program_attendances = 0 (aumenta o risco); program_unexcusedabsences = 3 (aumenta o risco)"
0,1,Black,"situacao_de_emprego [jobs_per_year=0.7689473684210526, percent_days_employed=0.1536842105263158] (aumenta o risco); program_attendances = 10 (reduz o risco); delinquency_reports = 0 (aumenta o risco); prior_arrest_episodes_felony = 9 (aumenta o risco)"
1,1,White,residence_changes = 3 (aumenta o risco); gang_affiliated = 1 (aumenta o risco); drugtests_thc_positive = 1.0 (aumenta o risco); prior_arrest_episodes_felony = 9 (aumenta o risco)
1,1,White,"situacao_de_emprego [jobs_per_year=0.0, percent_days_employed=0.0] (aumenta o risco); residence_changes = 3 (aumenta o risco); delinquency_reports = 0 (aumenta o risco); condition_mh_sa = 0 (reduz o risco)"
1,1,Black,"situacao_de_emprego [jobs_per_year=1.0, percent_days_employed=0.4354838709677419] (aumenta o risco); prior_arrest_episodes_ppviolationcharges = 5 (aumenta o risco); prior_arrest_episodes_felony = 10 (aumenta o risco); avg_days_per_drugtest = 0.0 (aumenta o risco)"
1,1,Black,"situacao_de_emprego [jobs_per_year=0.0, percent_days_employed=0.0] (aumenta o risco); delinquency_reports = 0 (aumenta o risco); avg_days_per_drugtest = 314.5 (aumenta o risco); historico_crimes_misdemeanor [prior_arrest_episodes_misd=4, prior_conviction_episodes_misd=2] (aumenta o risco)"
0,0,White,"situacao_de_emprego [jobs_per_year=3.246666666666667, percent_days_employed=1.0] (reduz o risco); condition_mh_sa = 0 (reduz o risco); age_at_release = 4 (reduz o risco); historico_crimes_misdemeanor [prior_arrest_episodes_misd=5, prior_conviction_episodes_misd=4] (aumenta o risco)"
1,0,White,"drugtests_thc_positive = 0.2000000029802322 (aumenta o risco); residence_changes = 0 (reduz o risco); historico_crimes_propriedade [prior_arrest_episodes_property=0, prior_conviction_episodes_prop=0] (reduz o risco); program_attendances = 0 (aumenta o risco)"
0,0,White,"situacao_de_emprego [jobs_per_year=0.5355571847507331, percent_days_employed=0.9545454545454546] (reduz o risco); avg_days_per_drugtest = 682.0 (reduz o risco); drugtests_thc_positive = 1.0 (aumenta o risco); delinquency_reports = 3 (reduz o risco)"
1,1,White,drugtests_other_positive = 0.25 (aumenta o risco); prior_revocations_parole = 1 (aumenta o risco); drugtests_meth_positive = 0.125 (aumenta o risco); drugtests_thc_positive = 0.375 (aumenta o risco)
0,0,Black,"situacao_de_emprego [jobs_per_year=0.6352173913043477, percent_days_employed=0.4757281553398058] (reduz o risco); age_at_release = 6 (reduz o risco); residence_puma = 22 (aumenta o risco); program_attendances = 10 (reduz o risco)"
0,0,White,"situacao_de_emprego [jobs_per_year=1.560897435897436, percent_days_employed=1.0] (reduz o risco); historico_crimes_misdemeanor [prior_arrest_episodes_misd=6, prior_conviction_episodes_misd=4] (aumenta o risco); program_attendances = 6 (reduz o risco); prison_years = 0 (aumenta o risco)"
0,0,Black,"situacao_de_emprego [jobs_per_year=0.5117935544138252, percent_days_employed=0.0957496496964036] (aumenta o risco); delinquency_reports = 1 (aumenta o risco); residence_changes = 3 (aumenta o risco); historico_crimes_misdemeanor [prior_arrest_episodes_misd=0, prior_conviction_episodes_misd=0] (reduz o risco)"
0,0,White,"situacao_de_emprego [jobs_per_year=0.334478021978022, percent_days_employed=0.966117216117216] (reduz o risco); age_at_release = 6 (reduz o risco); prior_arrest_episodes_ppviolationcharges = 0 (reduz o risco); supervision_risk_score_first = 2.0 (reduz o risco)"
1,0,Black,"situacao_de_emprego [jobs_per_year=0.3465370018975332, percent_days_employed=0.3652751423149905] (aumenta o risco); delinquency_reports = 0 (aumenta o risco); age_at_release = 2 (aumenta o risco); historico_crimes_misdemeanor [prior_arrest_episodes_misd=6, prior_conviction_episodes_misd=4] (aumenta o risco)"
0,0,White,"situacao_de_emprego [jobs_per_year=0.785483870967742, percent_days_employed=1.0] (reduz o risco); prior_arrest_episodes_ppviolationcharges = 0 (reduz o risco); avg_days_per_drugtest = 93.0 (reduz o risco); prior_arrest_episodes_felony = 2 (reduz o risco)"
1,1,White,"situacao_de_emprego [jobs_per_year=1.046561604584527, percent_days_employed=0.2979942693409742] (aumenta o risco); drugtests_meth_positive = 0.1111111119389534 (aumenta o risco); delinquency_reports = 0 (aumenta o risco); prior_arrest_episodes_ppviolationcharges = 5 (aumenta o risco)"
1,1,White,"program_attendances = 10 (reduz o risco); gang_affiliated = 1 (aumenta o risco); situacao_de_emprego [jobs_per_year=0.7546487603305785, percent_days_employed=0.4958677685950413] (reduz o risco); historico_crimes_propriedade [prior_arrest_episodes_property=5, prior_conviction_episodes_prop=3] (aumenta o risco)"
1,0,Black,"situacao_de_emprego [jobs_per_year=0.0, percent_days_employed=0.0] (aumenta o risco); prior_arrest_episodes_felony = 1 (reduz o risco); gang_affiliated = 1 (aumenta o risco); delinquency_reports = 0 (aumenta o risco)"
0,1,Black,"delinquency_reports = 4 (reduz o risco); situacao_de_emprego [jobs_per_year=0.6732718894009216, percent_days_employed=0.3972350230414747] (aumenta o risco); age_at_release = 1 (aumenta o risco); residence_puma = 22 (aumenta o risco)"
1,1,Black,"situacao_de_emprego [jobs_per_year=0.0, percent_days_employed=0.0] (aumenta o risco); delinquency_reports = 1 (aumenta o risco); program_attendances = 0 (aumenta o risco); condition_mh_sa = 1 (aumenta o risco)"
1,0,White,"situacao_de_emprego [jobs_per_year=0.4607863751051303, percent_days_employed=0.176619007569386] (aumenta o risco); residence_changes = 3 (aumenta o risco); delinquency_reports = 0 (aumenta o risco); avg_days_per_drugtest = 792.6666666666666 (aumenta o risco)"
0,0,White,"situacao_de_emprego [jobs_per_year=1.143789144050104, percent_days_employed=1.0] (reduz o risco); prior_arrest_episodes_felony = 1 (reduz o risco); gang_affiliated = 1 (aumenta o risco); residence_changes = 3 (aumenta o risco)"
1,0,Black,"situacao_de_emprego [jobs_per_year=0.9246835443037976, percent_days_employed=0.7063291139240506] (aumenta o risco); age_at_release = 1 (aumenta o risco); avg_days_per_drugtest = 0.0 (aumenta o risco); delinquency_reports = 3 (reduz o risco)"
0,0,Black,"situacao_de_emprego [jobs_per_year=0.3553015564202335, percent_days_employed=0.958171206225681] (reduz o risco); prior_revocations_parole = 1 (aumenta o risco); prior_arrest_episodes_ppviolationcharges = 5 (aumenta o risco); prior_arrest_episodes_felony = 10 (aumenta o risco)"
1,0,White,"situacao_de_emprego [jobs_per_year=0.4058333333333333, percent_days_employed=0.61] (reduz o risco); delinquency_reports = 4 (reduz o risco); age_at_release = 6 (reduz o risco); historico_crimes_misdemeanor [prior_arrest_episodes_misd=0, prior_conviction_episodes_misd=0] (reduz o risco)"
1,1,Black,"situacao_de_emprego [jobs_per_year=1.0, percent_days_employed=0.4111111111111111] (aumenta o risco); historico_crimes_misdemeanor [prior_arrest_episodes_misd=0, prior_conviction_episodes_misd=0] (reduz o risco); prior_revocations_parole = 1 (aumenta o risco); delinquency_reports = 0 (aumenta o risco)"
0,0,White,"situacao_de_emprego [jobs_per_year=0.722313777191826, percent_days_employed=1.0] (reduz o risco); avg_days_per_drugtest = 94.8125 (reduz o risco); historico_crimes_misdemeanor [prior_arrest_episodes_misd=2, prior_conviction_episodes_misd=0] (reduz o risco); program_attendances = 0 (aumenta o risco)"
0,0,White,"situacao_de_emprego [jobs_per_year=4.0, percent_days_employed=1.0] (reduz o risco); prior_arrest_episodes_ppviolationcharges = 0 (reduz o risco); historico_crimes_misdemeanor [prior_arrest_episodes_misd=0, prior_conviction_episodes_misd=0] (reduz o risco); prior_arrest_episodes_felony = 3 (reduz o risco)"
0,1,White,"drugtests_meth_positive = 0.2000000029802322 (aumenta o risco); delinquency_reports = 3 (reduz o risco); situacao_de_emprego [jobs_per_year=0.0, percent_days_employed=0.0] (aumenta o risco); avg_days_per_drugtest = 103.9 (reduz o risco)"
1,1,Black,"situacao_de_emprego [jobs_per_year=1.0, percent_days_employed=0.4532374100719425] (aumenta o risco); residence_changes = 3 (aumenta o risco); program_attendances = 10 (reduz o risco); drugtests_thc_positive = 0.25 (aumenta o risco)"
1,0,White,"drugtests_meth_positive = 0.3571428656578064 (aumenta o risco); situacao_de_emprego [jobs_per_year=0.8985239852398524, percent_days_employed=1.0] (reduz o risco); historico_crimes_propriedade [prior_arrest_episodes_property=5, prior_conviction_episodes_prop=2] (aumenta o risco); delinquency_reports = 4 (reduz o risco)"
0,0,White,"delinquency_reports = 4 (reduz o risco); situacao_de_emprego [jobs_per_year=2.268633540372671, percent_days_employed=0.3571428571428572] (aumenta o risco); program_attendances = 10 (reduz o risco); residence_changes = 3 (aumenta o risco)"
1,0,Black,"situacao_de_emprego [jobs_per_year=0.718996062992126, percent_days_employed=0.9586614173228346] (reduz o risco); gang_affiliated = 1 (aumenta o risco); avg_days_per_drugtest = 101.6 (reduz o risco); prison_years = 3 (reduz o risco)"
1,1,Black,"situacao_de_emprego [jobs_per_year=0.0, percent_days_employed=0.0] (aumenta o risco); delinquency_reports = 1 (aumenta o risco); residence_changes = 2 (aumenta o risco); avg_days_per_drugtest = 83.4 (reduz o risco)"
1,0,White,"drugtests_meth_positive = 0.2000000029802322 (aumenta o risco); situacao_de_emprego [jobs_per_year=0.0, percent_days_employed=0.0] (aumenta o risco); age_at_release = 4 (reduz o risco); prior_arrest_episodes_felony = 2 (reduz o risco)"
1,0,White,"gang_affiliated = -1 (reduz o risco); situacao_de_emprego [jobs_per_year=1.0, percent_days_employed=0.8496732026143791] (aumenta o risco); prior_arrest_episodes_ppviolationcharges = 5 (aumenta o risco); education_level = Less than HS diploma (reduz o risco)"
0,0,Black,"situacao_de_emprego [jobs_per_year=0.0, percent_days_employed=0.0] (aumenta o risco); residence_puma = 19 (reduz o risco); historico_crimes_misdemeanor [prior_arrest_episodes_misd=6, prior_conviction_episodes_misd=3] (aumenta o risco); delinquency_reports = 0 (aumenta o risco)"
0,0,White,"situacao_de_emprego [jobs_per_year=0.419345579793341, percent_days_employed=0.9885189437428245] (reduz o risco); gang_affiliated = -1 (reduz o risco); violations_electronicmonitoring = 1 (aumenta o risco); education_level != Less than HS diploma (aumenta o risco)"
0,0,Black,"situacao_de_emprego [jobs_per_year=0.6352173913043477, percent_days_employed=0.0] (reduz o risco); delinquency_reports = 4 (reduz o risco); foi_testado_drogas = 0 (reduz o risco); drugtests_thc_positive = 0.0909090936183929 (reduz o risco)"
0,1,Black,"gang_affiliated = 1 (aumenta o risco); situacao_de_emprego [jobs_per_year=0.0, percent_days_employed=0.0] (aumenta o risco); delinquency_reports = 0 (aumenta o risco); prior_revocations_parole = 1 (aumenta o risco)"
0,0,White,"situacao_de_emprego [jobs_per_year=1.231871838111299, percent_days_employed=0.957841483979764] (reduz o risco); residence_changes = 3 (aumenta o risco); prior_arrest_episodes_ppviolationcharges = 5 (aumenta o risco); avg_days_per_drugtest = 0.0 (aumenta o risco)"
0,0,Black,age_at_release = 4 (reduz o risco); prior_arrest_episodes_felony = 8 (aumenta o risco); supervision_risk_score_first = 1.0 (reduz o risco); program_attendances = 6 (reduz o risco)
0,0,White,"situacao_de_emprego [jobs_per_year=0.6363240418118468, percent_days_employed=1.0] (reduz o risco); delinquency_reports = 4 (reduz o risco); program_attendances = 10 (reduz o risco); residence_changes = 3 (aumenta o risco)"
0,0,Black,"situacao_de_emprego [jobs_per_year=0.6352173913043477, percent_days_employed=0.0] (reduz o risco); delinquency_reports = 4 (reduz o risco); gang_affiliated = 1 (aumenta o risco); program_attendances = 0 (aumenta o risco)"
0,0,Black,"situacao_de_emprego [jobs_per_year=1.110182370820669, percent_days_employed=1.0] (reduz o risco); program_attendances = 10 (reduz o risco); delinquency_reports = 3 (reduz o risco); residence_changes = 3 (aumenta o risco)"
1,1,White,"situacao_de_emprego [jobs_per_year=1.318592057761733, percent_days_employed=0.4267148014440433] (aumenta o risco); gang_affiliated = 1 (aumenta o risco); age_at_release = 1 (aumenta o risco); avg_days_per_drugtest = 0.0 (aumenta o risco)"
0,0,Black,"situacao_de_emprego [jobs_per_year=1.764492753623188, percent_days_employed=0.2536231884057971] (aumenta o risco); program_attendances = 6 (reduz o risco); delinquency_reports = 0 (aumenta o risco); avg_days_per_drugtest = 0.0 (aumenta o risco)"
1,1,White,prior_revocations_parole = 1 (aumenta o risco); prior_arrest_episodes_ppviolationcharges = 5 (aumenta o risco); prior_arrest_episodes_felony = 10 (aumenta o risco); avg_days_per_drugtest = 0.0 (aumenta o risco)
0,0,White,"situacao_de_emprego [jobs_per_year=0.1516189290161893, percent_days_employed=0.66417600664176] (reduz o risco); age_at_release = 6 (reduz o risco); avg_days_per_drugtest = 803.0 (reduz o risco); historico_crimes_misdemeanor [prior_arrest_episodes_misd=1, prior_conviction_episodes_misd=0] (reduz o risco)"
1,1,Black,"situacao_de_emprego [jobs_per_year=0.0, percent_days_employed=0.0] (aumenta o risco); gang_affiliated = -1 (reduz o risco); prior_arrest_episodes_felony = 10 (aumenta o risco); prior_arrest_episodes_ppviolationcharges = 5 (aumenta o risco)"
0,0,Black,"situacao_de_emprego [jobs_per_year=0.2520703933747412, percent_days_employed=0.6915113871635611] (reduz o risco); condition_mh_sa = 0 (reduz o risco); prison_years = 3 (reduz o risco); historico_crimes_misdemeanor [prior_arrest_episodes_misd=6, prior_conviction_episodes_misd=1] (aumenta o risco)"
1,0,White,"drugtests_meth_positive = 0.1538461595773697 (aumenta o risco); situacao_de_emprego [jobs_per_year=1.213455149501661, percent_days_employed=1.0] (reduz o risco); delinquency_reports = 4 (reduz o risco); prior_arrest_episodes_felony = 10 (aumenta o risco)"
1,1,White,"situacao_de_emprego [jobs_per_year=1.756009615384615, percent_days_employed=0.2836538461538461] (aumenta o risco); delinquency_reports = 4 (reduz o risco); drugtests_meth_positive = 0.1111111119389534 (aumenta o risco); residence_puma = 22 (aumenta o risco)"
0,1,Black,"situacao_de_emprego [jobs_per_year=0.0, percent_days_employed=0.0] (aumenta o risco); delinquency_reports = 3 (reduz o risco); program_attendances = 2 (aumenta o risco); education_level = Less than HS diploma (reduz o risco)"
0,0,White,"situacao_de_emprego [jobs_per_year=0.0, percent_days_employed=0.0] (aumenta o risco); historico_crimes_misdemeanor [prior_arrest_episodes_misd=1, prior_conviction_episodes_misd=0] (reduz o risco); drugtests_thc_positive = 0.0588235296308994 (reduz o risco); age_at_release = 3 (reduz o risco)"
1,0,Black,"situacao_de_emprego [jobs_per_year=0.3061609388097234, percent_days_employed=0.2472757753562448] (aumenta o risco); prior_revocations_parole = 1 (aumenta o risco); avg_days_per_drugtest = 170.4285714285714 (aumenta o risco); prior_arrest_episodes_felony = 10 (aumenta o risco)"
0,0,Black,"situacao_de_emprego [jobs_per_year=0.3413551401869159, percent_days_employed=0.791588785046729] (reduz o risco); residence_puma = 19 (reduz o risco); historico_crimes_misdemeanor [prior_arrest_episodes_misd=0, prior_conviction_episodes_misd=1] (reduz o risco); prior_arrest_episodes_felony = 2 (reduz o risco)"
1,1,Black,"drugtests_thc_positive = 0.0357142873108387 (reduz o risco); delinquency_reports = 4 (reduz o risco); situacao_de_emprego [jobs_per_year=0.0, percent_days_employed=0.0] (aumenta o risco); gang_affiliated = 1 (aumenta o risco)"
0,0,Black,"situacao_de_emprego [jobs_per_year=0.3532398452611218, percent_days_employed=0.9381044487427466] (reduz o risco); program_attendances = 8 (reduz o risco); historico_crimes_misdemeanor [prior_arrest_episodes_misd=6, prior_conviction_episodes_misd=4] (aumenta o risco); historico_crimes_propriedade [prior_arrest_episodes_property=0, prior_conviction_episodes_prop=0] (reduz o risco)"
1,0,Black,"situacao_de_emprego [jobs_per_year=0.0, percent_days_employed=0.0] (aumenta o risco); age_at_release = 4 (reduz o risco); residence_puma = 10 (aumenta o risco); avg_days_per_drugtest = 58.0 (reduz o risco)"
1,1,Black,"age_at_release = 6 (reduz o risco); situacao_de_emprego [jobs_per_year=0.0, percent_days_employed=0.0] (aumenta o risco); delinquency_reports = 0 (aumenta o risco); historico_crimes_propriedade [prior_arrest_episodes_property=5, prior_conviction_episodes_prop=3] (aumenta o risco)"
1,1,White,"situacao_de_emprego [jobs_per_year=0.0, percent_days_employed=0.0] (aumenta o risco); gang_affiliated = 1 (aumenta o risco); age_at_release = 1 (aumenta o risco); program_attendances = 10 (reduz o risco)"
1,1,White,"situacao_de_emprego [jobs_per_year=0.0, percent_days_employed=0.0] (aumenta o risco); age_at_release = 1 (aumenta o risco); delinquency_reports = 0 (aumenta o risco); avg_days_per_drugtest = 192.2 (aumenta o risco)"
1,1,Black,program_attendances = 10 (reduz o risco); drugtests_thc_positive = 0.2272727340459824 (aumenta o risco); condition_mh_sa = 0 (reduz o risco); prior_arrest_episodes_felony = 10 (aumenta o risco)
1,1,White,"delinquency_reports = 4 (reduz o risco); situacao_de_emprego [jobs_per_year=0.0, percent_days_employed=0.0] (aumenta o risco); residence_changes = 3 (aumenta o risco); program_attendances = 7 (reduz o risco)"
1,1,White,"situacao_de_emprego [jobs_per_year=1.598468271334792, percent_days_employed=1.0] (reduz o risco); drugtests_thc_positive = 1.0 (aumenta o risco); historico_crimes_propriedade [prior_arrest_episodes_property=5, prior_conviction_episodes_prop=3] (aumenta o risco); age_at_release = 5 (reduz o risco)"
0,0,Black,"situacao_de_emprego [jobs_per_year=0.0, percent_days_employed=0.0] (aumenta o risco); historico_crimes_misdemeanor [prior_arrest_episodes_misd=0, prior_conviction_episodes_misd=0] (reduz o risco); age_at_release = 2 (aumenta o risco); prior_arrest_episodes_felony = 2 (reduz o risco)"
1,1,Black,age_at_release = 1 (aumenta o risco); drugtests_thc_positive = 0.25 (aumenta o risco); program_attendances = 10 (reduz o risco); residence_puma = 19 (reduz o risco)
1,0,White,"situacao_de_emprego [jobs_per_year=1.0, percent_days_employed=0.8083333333333333] (aumenta o risco); residence_changes = 3 (aumenta o risco); age_at_release = 1 (aumenta o risco); delinquency_reports = 3 (reduz o risco)"
1,1,Black,"residence_changes = 3 (aumenta o risco); situacao_de_emprego [jobs_per_year=1.0, percent_days_employed=1.0] (aumenta o risco); prior_revocations_parole = 1 (aumenta o risco); historico_crimes_propriedade [prior_arrest_episodes_property=5, prior_conviction_episodes_prop=3] (aumenta o risco)"
0,1,Black,"situacao_de_emprego [jobs_per_year=2.0, percent_days_employed=0.4498480243161094] (aumenta o risco); delinquency_reports = 1 (aumenta o risco); avg_days_per_drugtest = 0.0 (aumenta o risco); condition_mh_sa = 0 (reduz o risco)"
0,0,Black,"gang_affiliated = -1 (reduz o risco); prior_arrest_episodes_ppviolationcharges = 5 (aumenta o risco); prior_arrest_episodes_felony = 10 (aumenta o risco); historico_crimes_misdemeanor [prior_arrest_episodes_misd=1, prior_conviction_episodes_misd=0] (reduz o risco)"
0,0,Black,"situacao_de_emprego [jobs_per_year=0.8974201474201474, percent_days_employed=1.0] (reduz o risco); program_attendances = 10 (reduz o risco); delinquency_reports = 4 (reduz o risco); prior_arrest_episodes_felony = 9 (aumenta o risco)"
0,0,Black,"situacao_de_emprego [jobs_per_year=1.111872146118722, percent_days_employed=0.9322678843226788] (reduz o risco); residence_changes = 3 (aumenta o risco); program_attendances = 6 (reduz o risco); avg_days_per_drugtest = 39.81818181818182 (reduz o risco)"
1,0,White,gang_affiliated = 1 (aumenta o risco); prior_arrest_episodes_ppviolationcharges = 5 (aumenta o risco); delinquency_reports = 3 (reduz o risco); violations_instruction = 1 (aumenta o risco)
1,1,Black,"situacao_de_emprego [jobs_per_year=0.0, percent_days_employed=0.0] (aumenta o risco); prior_arrest_episodes_felony = 1 (reduz o risco); gang_affiliated = 1 (aumenta o risco); historico_crimes_misdemeanor [prior_arrest_episodes_misd=0, prior_conviction_episodes_misd=0] (reduz o risco)"
1,1,Black,"situacao_de_emprego [jobs_per_year=1.0, percent_days_employed=0.456043956043956] (aumenta o risco); drugtests_thc_positive = 0.25 (aumenta o risco); age_at_release = 1 (aumenta o risco); historico_crimes_misdemeanor [prior_arrest_episodes_misd=0, prior_conviction_episodes_misd=0] (reduz o risco)"
1,1,White,"situacao_de_emprego [jobs_per_year=0.0, percent_days_employed=0.0] (aumenta o risco); delinquency_reports = 3 (reduz o risco); program_attendances = 10 (reduz o risco); supervision_risk_score_first = 3.0 (reduz o risco)"
0,0,Black,"gang_affiliated = 1 (aumenta o risco); situacao_de_emprego [jobs_per_year=1.832357859531773, percent_days_employed=1.0] (reduz o risco); prior_arrest_episodes_felony = 10 (aumenta o risco); program_attendances = 0 (aumenta o risco)"
0,0,Black,residence_changes = 3 (aumenta o risco); age_at_release = 1 (aumenta o risco); condition_mh_sa = 0 (reduz o risco); prior_arrest_episodes_ppviolationcharges = 1 (reduz o risco)
0,0,White,"situacao_de_emprego [jobs_per_year=0.432760663507109, percent_days_employed=0.9597156398104264] (reduz o risco); program_attendances = 10 (reduz o risco); prior_arrest_episodes_felony = 1 (reduz o risco); delinquency_reports = 4 (reduz o risco)"
0,0,White,"situacao_de_emprego [jobs_per_year=0.6352173913043477, percent_days_employed=0.0] (reduz o risco); age_at_release = 1 (aumenta o risco); drugtests_other_positive = 0.0041841003112495 (reduz o risco); supervision_risk_score_first = 7.0 (aumenta o risco)"
1,1,Black,"situacao_de_emprego [jobs_per_year=0.0, percent_days_employed=0.0] (aumenta o risco); historico_crimes_misdemeanor [prior_arrest_episodes_misd=6, prior_conviction_episodes_misd=4] (aumenta o risco); condition_mh_sa = 0 (reduz o risco); historico_crimes_propriedade [prior_arrest_episodes_property=5, prior_conviction_episodes_prop=3] (aumenta o risco)"
1,0,White,"drugtests_meth_positive = 0.1666666716337204 (aumenta o risco); situacao_de_emprego [jobs_per_year=1.0, percent_days_employed=0.9493670886075948] (aumenta o risco); residence_changes = 2 (aumenta o risco); delinquency_reports = 2 (aumenta o risco)"
0,1,Black,"situacao_de_emprego [jobs_per_year=0.0, percent_days_employed=0.0] (aumenta o risco); gang_affiliated = 1 (aumenta o risco); delinquency_reports = 0 (aumenta o risco); residence_puma = 4 (reduz o risco)"
1,1,Black,"situacao_de_emprego [jobs_per_year=0.0, percent_days_employed=0.0] (aumenta o risco); condition_mh_sa = 0 (reduz o risco); delinquency_reports = 0 (aumenta o risco); residence_changes = 0 (reduz o risco)"
1,1,Black,"age_at_release = 6 (reduz o risco); situacao_de_emprego [jobs_per_year=0.0, percent_days_employed=0.0] (aumenta o risco); historico_crimes_propriedade [prior_arrest_episodes_property=5, prior_conviction_episodes_prop=3] (aumenta o risco); historico_crimes_misdemeanor [prior_arrest_episodes_misd=6, prior_conviction_episodes_misd=4] (aumenta o risco)"
0,0,Black,"situacao_de_emprego [jobs_per_year=0.4379496402877698, percent_days_employed=0.7853717026378897] (reduz o risco); gang_affiliated = -1 (reduz o risco); prior_revocations_parole = 1 (aumenta o risco); condition_mh_sa = 0 (reduz o risco)"
1,0,Black,"program_attendances = 10 (reduz o risco); situacao_de_emprego [jobs_per_year=1.0, percent_days_employed=0.946927374301676] (aumenta o risco); drugtests_thc_positive = 0.2142857164144516 (aumenta o risco); delinquency_reports = 4 (reduz o risco)"
