dataset_origin,id,race_group,sex,target_2yr_recid
NIJ,10692,Black,M,1
NIJ,10693,White,M,1
NIJ,10694,White,F,0
NIJ,10695,Black,M,1
NIJ,10696,Black,M,1
NIJ,10697,Black,M,0
NIJ,10699,Black,M,1
NIJ,10700,Black,M,1
NIJ,10701,Black,M,1
NIJ,10702,Black,M,1
NIJ,10703,Black,M,0
NIJ,10705,Black,M,1
NIJ,10706,White,M,1
NIJ,10707,White,M,1
NIJ,10708,Black,M,1
NIJ,10709,Black,M,0
NIJ,10710,Black,M,0
NIJ,10711,Black,M,0
NIJ,10712,White,M,1
NIJ,10713,Black,M,0
NIJ,10714,Black,M,1
NIJ,10715,White,M,0
NIJ,10716,Black,M,1
NIJ,10717,Black,M,1
NIJ,10718,Black,M,0
NIJ,10719,White,M,1
NIJ,10720,Black,M,0
NIJ,10721,Black,M,0
NIJ,10722,White,M,0
NIJ,10723,White,F,0
NIJ,10724,White,M,0
NIJ,10725,Black,M,0
NIJ,10726,White,M,0
NIJ,10727,White,M,0
NIJ,10728,Black,F,1
NIJ,10729,Black,M,1
NIJ,10730,Black,M,1
NIJ,10731,Black,M,0
NIJ,10732,Black,M,1
NIJ,10733,Black,M,0
NIJ,10734,White,F,1
NIJ,10735,Black,M,0
NIJ,10736,White,M,0
NIJ,10737,Black,M,1
NIJ,10738,Black,M,1
NIJ,10739,White,M,0
NIJ,10740,Black,M,1
NIJ,10741,Black,M,1
NIJ,10742,Black,M,1
NIJ,10743,White,M,0
NIJ,10744,Black,M,1
NIJ,10746,White,M,0
NIJ,10747,Black,F,0
NIJ,10748,Black,M,0
NIJ,10749,Black,M,0
NIJ,10750,Black,M,0
NIJ,10751,White,M,1
NIJ,10752,White,M,0
NIJ,10753,Black,M,1
NIJ,10754,White,M,1
NIJ,10755,White,M,1
NIJ,10756,Black,M,1
NIJ,10757,Black,M,1
NIJ,10758,Black,M,1
NIJ,10759,White,M,1
NIJ,10760,White,M,1
NIJ,10761,Black,M,0
NIJ,10762,White,M,1
NIJ,10763,White,F,0
NIJ,10764,Black,M,1
NIJ,10765,Black,F,1
NIJ,10766,Black,M,1
NIJ,10767,Black,M,0
NIJ,10768,Black,M,1
NIJ,10769,White,F,0
NIJ,10770,White,M,0
NIJ,10771,Black,M,0
NIJ,10772,Black,M,0
NIJ,10773,White,M,1
NIJ,10774,White,M,1
NIJ,10776,White,M,0
NIJ,10777,Black,M,0
NIJ,10778,White,F,0
NIJ,10779,Black,M,0
NIJ,10780,Black,M,0
NIJ,10781,White,M,0
NIJ,10782,Black,M,1
NIJ,10783,Black,M,0
NIJ,10784,Black,M,1
NIJ,10785,White,M,1
NIJ,10786,Black,M,0
NIJ,10787,White,F,1
NIJ,10788,Black,M,0
NIJ,10789,Black,M,0
NIJ,10790,Black,M,1
NIJ,10791,Black,F,1
NIJ,10792,Black,M,1
NIJ,10793,Black,M,1
NIJ,10794,White,M,1
NIJ,10795,White,M,1
NIJ,10796,Black,M,1
NIJ,10797,Black,M,1
NIJ,10798,Black,M,1
NIJ,10799,White,M,1
NIJ,10800,Black,F,0
NIJ,10802,White,M,1
NIJ,10803,White,M,1
NIJ,10804,Black,F,0
NIJ,10805,White,M,0
NIJ,10806,Black,M,1
NIJ,10807,Black,M,0
NIJ,10808,White,M,0
NIJ,10809,Black,F,0
NIJ,10810,Black,M,1
NIJ,10811,White,F,1
NIJ,10812,Black,M,1
NIJ,10813,Black,M,1
NIJ,10814,White,M,1
NIJ,10815,Black,M,0
NIJ,10816,Black,M,0
NIJ,10817,Black,M,0
NIJ,10818,Black,M,0
NIJ,10819,White,M,1
NIJ,10820,Black,M,0
NIJ,10821,White,F,0
NIJ,10822,Black,M,0
NIJ,10823,Black,M,1
NIJ,10824,Black,M,1
NIJ,10825,Black,M,0
NIJ,10827,Black,M,0
NIJ,10828,White,M,0
NIJ,10829,White,M,1
NIJ,10830,Black,M,1
NIJ,10831,White,F,0
NIJ,10832,White,F,0
NIJ,10833,Black,M,1
NIJ,10834,Black,M,1
NIJ,10835,White,M,0
NIJ,10836,Black,M,0
NIJ,10837,White,F,1
NIJ,10838,White,M,1
NIJ,10839,Black,M,1
NIJ,10840,White,M,1
NIJ,10841,White,M,1
NIJ,10842,White,M,0
NIJ,10843,White,M,1
NIJ,10844,White,M,0
NIJ,10845,Black,M,1
NIJ,10846,Black,M,0
NIJ,10847,Black,M,0
NIJ,10848,Black,M,0
NIJ,10849,Black,M,0
NIJ,10850,White,M,0
NIJ,10851,Black,M,1
NIJ,10852,Black,M,0
NIJ,10853,White,M,1
NIJ,10854,Black,M,1
NIJ,10855,Black,M,0
NIJ,10856,White,M,1
NIJ,10857,Black,M,1
NIJ,10858,Black,M,1
NIJ,10859,Black,M,0
NIJ,10860,Black,M,1
NIJ,10861,Black,M,1
NIJ,10862,Black,M,1
NIJ,10863,Black,M,1
NIJ,10864,White,M,0
NIJ,10865,Black,F,1
NIJ,10866,Black,M,1
NIJ,10867,Black,M,1
NIJ,10868,White,M,0
NIJ,10869,White,M,0
NIJ,10870,Black,F,1
NIJ,10871,White,F,0
NIJ,10872,White,M,1
NIJ,10873,Black,M,0
NIJ,10874,Black,M,1
NIJ,10875,Black,M,1
NIJ,10876,White,M,0
NIJ,10877,Black,M,1
NIJ,10878,White,F,0
NIJ,10879,Black,M,1
NIJ,10880,Black,M,1
NIJ,10881,White,M,1
NIJ,10882,White,M,1
NIJ,10883,Black,M,0
NIJ,10884,White,M,0
NIJ,10885,White,M,0
NIJ,10886,Black,M,1
NIJ,10887,White,F,0
NIJ,10888,Black,M,1
NIJ,10889,Black,M,1
NIJ,10890,White,F,0
NIJ,10891,Black,M,1
NIJ,10892,White,M,1
NIJ,10893,White,M,1
NIJ,10895,White,M,0
NIJ,10896,Black,M,0
NIJ,10897,White,M,1
NIJ,10898,White,M,0
NIJ,10899,White,F,0
NIJ,10900,White,M,0
NIJ,10901,White,M,1
NIJ,10902,Black,M,1
NIJ,10903,White,M,1
NIJ,10904,White,M,1
NIJ,10905,Black,F,0
NIJ,10906,White,M,0
NIJ,10907,White,F,0
NIJ,10908,Black,M,1
NIJ,10909,White,F,0
NIJ,10910,Black,M,0
NIJ,10911,Black,M,1
NIJ,10912,White,M,0
NIJ,10913,Black,M,1
NIJ,10914,Black,M,1
NIJ,10915,Black,F,0
NIJ,10916,Black,M,1
NIJ,10917,Black,M,1
NIJ,10918,White,M,1
NIJ,10919,Black,M,0
NIJ,10920,Black,M,1
NIJ,10921,Black,M,1
NIJ,10922,Black,M,1
NIJ,10923,White,F,0
NIJ,10924,White,M,1
NIJ,10925,White,F,0
NIJ,10926,Black,M,0
NIJ,10927,White,M,1
NIJ,10928,Black,M,1
NIJ,10929,Black,M,1
NIJ,10930,White,M,0
NIJ,10931,Black,M,0
NIJ,10932,White,M,0
NIJ,10933,White,M,1
NIJ,10934,White,M,1
NIJ,10935,Black,M,0
NIJ,10936,White,M,0
NIJ,10937,Black,M,0
NIJ,10938,Black,M,1
NIJ,10939,Black,M,0
NIJ,10940,White,M,0
NIJ,10941,Black,M,1
NIJ,10942,Black,M,1
NIJ,10943,Black,M,0
NIJ,10945,White,M,1
NIJ,10946,White,M,1
NIJ,10947,White,M,0
NIJ,10948,White,M,1
NIJ,10949,Black,M,1
NIJ,10951,White,M,0
NIJ,10952,Black,M,1
NIJ,10953,White,M,0
NIJ,10954,Black,M,0
NIJ,10955,Black,M,0
NIJ,10956,Black,M,1
NIJ,10957,Black,M,0
NIJ,10958,Black,M,1
NIJ,10959,Black,M,1
NIJ,10960,Black,M,0
NIJ,10961,Black,M,0
NIJ,10962,Black,M,0
NIJ,10963,White,F,1
NIJ,10964,Black,M,1
NIJ,10965,White,M,0
NIJ,10966,White,M,1
NIJ,10967,Black,M,0
NIJ,10968,Black,M,1
NIJ,10969,Black,M,1
NIJ,10970,White,M,1
NIJ,10971,Black,M,1
NIJ,10972,White,M,0
NIJ,10974,White,F,1
NIJ,10976,Black,M,0
NIJ,10977,White,F,0
NIJ,10978,Black,M,1
NIJ,10979,Black,M,0
NIJ,10980,Black,M,0
NIJ,10981,Black,M,0
NIJ,10982,Black,M,0
NIJ,10983,White,M,0
NIJ,10984,Black,M,1
NIJ,10985,Black,M,0
NIJ,10986,Black,M,1
NIJ,10987,White,M,1
NIJ,10988,Black,M,0
NIJ,10989,Black,M,1
NIJ,10990,Black,M,0
NIJ,10991,White,M,0
NIJ,10992,White,M,1
NIJ,10993,White,M,1
NIJ,10994,White,F,0
NIJ,10995,White,F,1
NIJ,10996,Black,M,1
NIJ,10997,Black,M,1
NIJ,10998,Black,M,0
NIJ,10999,White,M,1
NIJ,11000,White,F,0
NIJ,11001,Black,M,1
NIJ,11002,Black,M,0
NIJ,11003,White,F,0
NIJ,11004,White,F,0
NIJ,11005,Black,M,0
NIJ,11006,White,M,0
NIJ,11008,Black,M,0
NIJ,11009,White,M,1
NIJ,11010,Black,M,0
NIJ,11011,White,F,0
NIJ,11012,White,F,0
NIJ,11013,Black,M,0
NIJ,11015,Black,M,0
NIJ,11016,Black,M,0
NIJ,11017,Black,M,0
NIJ,11018,White,M,1
NIJ,11019,White,M,0
NIJ,11020,White,M,1
NIJ,11021,Black,M,1
NIJ,11022,Black,M,0
NIJ,11023,Black,M,1
NIJ,11024,Black,M,0
NIJ,11025,Black,M,0
NIJ,11026,White,F,1
NIJ,11027,White,M,1
NIJ,11028,Black,M,1
NIJ,11029,Black,M,0
NIJ,11030,White,M,0
NIJ,11031,White,M,0
NIJ,11032,Black,M,0
NIJ,11033,White,M,1
NIJ,11034,White,M,1
NIJ,11035,Black,M,0
NIJ,11036,Black,M,0
NIJ,11037,White,M,0
NIJ,11038,Black,M,0
NIJ,11039,Black,M,0
NIJ,11040,Black,M,1
NIJ,11041,Black,M,1
NIJ,11042,Black,F,0
NIJ,11043,Black,M,1
NIJ,11044,Black,M,0
NIJ,11045,Black,M,1
NIJ,11046,Black,M,1
NIJ,11047,White,M,1
NIJ,11048,Black,M,0
NIJ,11049,Black,M,1
NIJ,11050,White,M,0
NIJ,11051,Black,M,0
NIJ,11052,Black,M,1
NIJ,11053,Black,M,0
NIJ,11054,White,M,0
NIJ,11055,Black,M,0
NIJ,11056,White,M,0
NIJ,11057,Black,M,0
NIJ,11058,White,F,1
NIJ,11059,Black,M,0
NIJ,11060,White,M,1
NIJ,11061,Black,F,1
NIJ,11062,Black,M,0
NIJ,11063,Black,M,1
NIJ,11064,Black,M,0
NIJ,11065,White,M,1
NIJ,11067,White,M,1
NIJ,11068,White,M,0
NIJ,11069,Black,M,0
NIJ,11070,Black,M,1
NIJ,11071,White,M,1
NIJ,11072,Black,M,1
NIJ,11073,Black,M,0
NIJ,11074,White,M,1
NIJ,11075,Black,M,0
NIJ,11076,Black,M,1
NIJ,11077,White,M,1
NIJ,11078,Black,M,0
NIJ,11079,Black,M,1
NIJ,11080,White,M,0
NIJ,11081,Black,M,0
NIJ,11083,Black,M,0
NIJ,11084,Black,M,1
NIJ,11085,Black,M,1
NIJ,11086,Black,F,0
NIJ,11087,Black,M,1
NIJ,11088,Black,M,0
NIJ,11089,Black,M,0
NIJ,11090,Black,M,1
NIJ,11091,White,F,1
NIJ,11092,White,F,1
NIJ,11093,White,M,1
NIJ,11094,Black,M,0
NIJ,11095,White,M,1
NIJ,11096,White,M,1
NIJ,11097,Black,M,1
NIJ,11098,Black,M,1
NIJ,11099,Black,M,0
NIJ,11100,White,M,0
NIJ,11101,Black,M,1
NIJ,11102,Black,M,1
NIJ,11103,Black,M,1
NIJ,11104,Black,M,0
NIJ,11105,White,M,0
NIJ,11106,Black,M,1
NIJ,11107,Black,M,1
NIJ,11108,Black,M,1
NIJ,11109,Black,M,0
NIJ,11110,Black,M,1
NIJ,11111,White,M,0
NIJ,11112,Black,F,1
NIJ,11113,Black,M,0
NIJ,11114,White,M,0
NIJ,11115,White,M,1
NIJ,11117,Black,M,1
NIJ,11118,Black,M,1
NIJ,11119,Black,M,0
NIJ,11120,White,M,0
NIJ,11121,Black,M,1
NIJ,11122,White,M,1
NIJ,11123,Black,M,0
NIJ,11124,Black,M,1
NIJ,11125,White,M,1
NIJ,11126,Black,F,0
NIJ,11127,Black,M,0
NIJ,11128,Black,M,0
NIJ,11129,Black,M,1
NIJ,11130,Black,M,1
NIJ,11131,Black,M,0
NIJ,11132,Black,M,0
NIJ,11133,Black,M,0
NIJ,11134,White,M,0
NIJ,11135,White,F,1
NIJ,11137,White,M,1
NIJ,11138,White,F,0
NIJ,11139,Black,M,1
NIJ,11140,Black,M,0
NIJ,11141,Black,M,1
NIJ,11142,White,M,0
NIJ,11143,Black,M,0
NIJ,11144,Black,M,1
NIJ,11145,White,M,0
NIJ,11146,Black,M,0
NIJ,11147,Black,M,1
NIJ,11148,White,M,0
NIJ,11149,Black,M,1
NIJ,11150,Black,M,1
NIJ,11151,Black,M,1
NIJ,11152,Black,M,1
NIJ,11153,Black,M,1
NIJ,11154,White,F,1
NIJ,11155,White,F,0
NIJ,11156,Black,M,1
NIJ,11157,White,M,0
NIJ,11158,Black,M,1
NIJ,11159,White,M,0
NIJ,11160,Black,M,0
NIJ,11161,White,M,0
NIJ,11162,White,M,1
NIJ,11163,White,M,1
NIJ,11164,White,M,1
NIJ,11165,Black,M,0
NIJ,11166,Black,M,1
NIJ,11167,White,M,0
NIJ,11168,Black,M,1
NIJ,11170,Black,M,1
NIJ,11171,Black,M,1
NIJ,11172,White,M,1
NIJ,11173,White,M,0
NIJ,11174,Black,M,0
NIJ,11175,White,M,0
NIJ,11176,Black,M,1
NIJ,11177,Black,M,0
NIJ,11178,White,M,1
NIJ,11179,Black,M,0
NIJ,11180,Black,M,1
NIJ,11181,White,M,1
NIJ,11182,Black,M,0
NIJ,11183,White,M,1
NIJ,11184,Black,M,1
NIJ,11185,Black,M,0
NIJ,11186,Black,M,0
NIJ,11187,White,M,1
NIJ,11188,Black,M,0
NIJ,11189,Black,M,1
NIJ,11190,White,M,1
NIJ,11191,Black,M,1
NIJ,11192,White,F,0
NIJ,11193,White,M,1
NIJ,11195,Black,M,1
NIJ,11196,White,M,0
NIJ,11197,Black,M,0
NIJ,11198,Black,M,1
NIJ,11200,Black,M,0
NIJ,11201,Black,M,1
NIJ,11202,Black,M,0
NIJ,11203,Black,M,0
NIJ,11204,White,M,0
NIJ,11205,Black,M,1
NIJ,11206,White,M,1
NIJ,11207,White,M,0
NIJ,11208,White,F,0
NIJ,11209,Black,M,1
NIJ,11210,Black,M,0
NIJ,11212,White,M,1
NIJ,11213,Black,M,0
NIJ,11214,Black,M,0
NIJ,11215,Black,M,1
NIJ,11216,Black,M,0
NIJ,11217,Black,M,1
NIJ,11218,Black,M,0
NIJ,11219,Black,M,0
NIJ,11220,White,M,1
NIJ,11222,White,M,0
NIJ,11223,Black,F,1
NIJ,11224,Black,M,1
NIJ,11225,White,M,0
NIJ,11226,Black,M,0
NIJ,11228,White,M,0
NIJ,11229,White,M,0
NIJ,11230,Black,M,1
NIJ,11231,White,M,1
NIJ,11232,White,M,0
NIJ,11233,Black,M,1
NIJ,11234,Black,M,1
NIJ,11235,Black,F,0
NIJ,11236,White,F,1
NIJ,11237,Black,M,0
NIJ,11238,White,F,0
NIJ,11239,White,M,1
NIJ,11240,White,M,1
NIJ,11241,Black,M,0
NIJ,11242,Black,M,0
NIJ,11243,White,M,0
NIJ,11244,White,F,0
NIJ,11245,White,M,1
NIJ,11246,White,M,0
NIJ,11247,White,M,0
NIJ,11248,White,M,0
NIJ,11250,White,M,1
NIJ,11251,White,F,0
NIJ,11252,White,M,0
NIJ,11253,Black,M,1
NIJ,11254,Black,M,0
NIJ,11255,White,M,1
NIJ,11256,White,M,0
NIJ,11257,Black,M,0
NIJ,11258,White,M,0
NIJ,11259,White,F,0
NIJ,11260,Black,F,0
NIJ,11261,White,M,1
NIJ,11262,Black,M,1
NIJ,11263,Black,M,1
NIJ,11264,Black,M,1
NIJ,11265,Black,M,1
NIJ,11266,Black,M,0
NIJ,11267,Black,M,1
NIJ,11268,Black,M,1
NIJ,11269,White,F,1
NIJ,11270,Black,M,0
NIJ,11271,Black,M,0
NIJ,11272,Black,M,1
NIJ,11273,White,M,1
NIJ,11274,White,M,1
NIJ,11275,White,M,1
NIJ,11276,White,M,1
NIJ,11277,White,M,1
NIJ,11278,Black,M,0
NIJ,11279,Black,M,1
NIJ,11280,Black,M,0
NIJ,11281,Black,M,0
NIJ,11282,Black,M,0
NIJ,11283,White,M,1
NIJ,11284,Black,M,1
NIJ,11285,Black,M,0
NIJ,11286,Black,M,1
NIJ,11287,White,M,1
NIJ,11289,Black,M,0
NIJ,11290,White,M,0
NIJ,11291,Black,M,0
NIJ,11292,Black,F,0
NIJ,11293,Black,M,1
NIJ,11294,White,M,0
NIJ,11295,White,M,0
NIJ,11296,Black,M,0
NIJ,11297,Black,M,0
NIJ,11298,Black,M,1
NIJ,11299,White,M,1
NIJ,11300,White,M,1
NIJ,11301,White,M,0
NIJ,11302,Black,M,1
NIJ,11303,Black,M,0
NIJ,11304,Black,M,1
NIJ,11305,Black,M,1
NIJ,11306,Black,M,1
NIJ,11307,White,M,1
NIJ,11308,Black,M,1
NIJ,11309,White,M,1
NIJ,11310,Black,M,1
NIJ,11311,Black,M,1
NIJ,11312,Black,M,0
NIJ,11313,Black,M,0
NIJ,11314,Black,M,1
NIJ,11315,Black,M,0
NIJ,11316,White,F,1
NIJ,11317,White,M,0
NIJ,11318,Black,M,1
NIJ,11319,Black,M,0
NIJ,11320,White,M,1
NIJ,11321,White,M,0
NIJ,11322,White,M,0
NIJ,11323,White,M,0
NIJ,11324,White,F,0
NIJ,11325,Black,M,0
NIJ,11326,Black,M,1
NIJ,11327,Black,M,1
NIJ,11328,White,M,0
NIJ,11329,Black,M,1
NIJ,11330,White,M,0
NIJ,11331,Black,M,1
NIJ,11332,Black,M,0
NIJ,11333,Black,M,1
NIJ,11334,Black,M,0
NIJ,11335,Black,M,1
NIJ,11336,White,M,1
NIJ,11337,White,M,1
NIJ,11339,White,M,0
NIJ,11340,Black,M,1
NIJ,11341,Black,M,1
NIJ,11342,White,M,0
NIJ,11343,Black,M,1
NIJ,11344,Black,M,1
NIJ,11346,Black,M,1
NIJ,11347,White,M,0
NIJ,11348,Black,M,0
NIJ,11349,Black,M,1
NIJ,11350,Black,M,1
NIJ,11351,White,M,1
NIJ,11352,Black,M,1
NIJ,11353,Black,M,1
NIJ,11354,White,M,0
NIJ,11356,White,M,0
NIJ,11357,White,M,0
NIJ,11358,Black,M,1
NIJ,11359,White,M,0
NIJ,11360,White,M,1
NIJ,11361,White,M,0
NIJ,11362,Black,M,1
NIJ,11363,Black,M,1
NIJ,11364,Black,M,1
NIJ,11365,Black,M,0
NIJ,11367,White,M,1
NIJ,11368,White,M,0
NIJ,11369,Black,M,1
NIJ,11370,Black,M,1
NIJ,11371,Black,M,0
NIJ,11372,Black,M,0
NIJ,11373,Black,M,1
NIJ,11374,White,M,1
NIJ,11375,Black,M,0
NIJ,11376,White,M,0
NIJ,11377,White,M,0
NIJ,11378,Black,M,0
NIJ,11379,White,F,1
NIJ,11380,Black,M,1
NIJ,11381,White,F,0
NIJ,11382,Black,M,1
NIJ,11383,Black,M,1
NIJ,11384,Black,M,1
NIJ,11385,White,M,1
NIJ,11386,Black,M,0
NIJ,11387,Black,M,0
NIJ,11388,White,M,0
NIJ,11390,Black,M,0
NIJ,11391,Black,F,1
NIJ,11392,White,M,0
NIJ,11393,Black,M,1
NIJ,11394,White,M,0
NIJ,11395,Black,M,0
NIJ,11396,Black,M,1
NIJ,11397,Black,M,1
NIJ,11398,Black,M,1
NIJ,11399,White,M,1
NIJ,11400,White,M,0
NIJ,11401,White,M,0
NIJ,11402,White,M,1
NIJ,11403,Black,M,1
NIJ,11404,Black,M,1
NIJ,11405,White,M,0
NIJ,11406,White,M,0
NIJ,11407,White,M,1
NIJ,11408,Black,M,0
NIJ,11409,Black,M,1
NIJ,11410,Black,M,0
NIJ,11411,White,M,0
NIJ,11412,Black,M,0
NIJ,11413,Black,M,1
NIJ,11414,Black,M,1
NIJ,11415,Black,M,0
NIJ,11416,Black,M,1
NIJ,11417,White,M,1
NIJ,11418,Black,M,1
NIJ,11419,Black,M,0
NIJ,11421,Black,M,1
NIJ,11422,White,F,0
NIJ,11423,Black,M,0
NIJ,11424,Black,M,1
NIJ,11425,Black,F,0
NIJ,11427,White,M,1
NIJ,11428,White,M,0
NIJ,11429,White,M,0
NIJ,11431,Black,M,0
NIJ,11432,Black,M,1
NIJ,11433,White,M,0
NIJ,11434,White,M,0
NIJ,11435,White,M,0
NIJ,11436,Black,M,1
NIJ,11437,Black,M,1
NIJ,11438,Black,M,1
NIJ,11439,Black,F,0
NIJ,11440,Black,M,0
NIJ,11441,Black,M,0
NIJ,11442,Black,M,0
NIJ,11444,Black,M,1
NIJ,11445,Black,M,0
NIJ,11446,White,M,0
NIJ,11447,Black,M,1
NIJ,11448,Black,F,0
NIJ,11449,Black,F,1
NIJ,11450,Black,M,1
NIJ,11451,White,M,0
NIJ,11453,Black,M,0
NIJ,11454,Black,M,0
NIJ,11455,White,M,1
NIJ,11457,White,M,1
NIJ,11459,White,M,1
NIJ,11460,Black,M,1
NIJ,11461,Black,M,0
NIJ,11462,Black,M,1
NIJ,11463,Black,M,0
NIJ,11464,Black,M,1
NIJ,11465,Black,M,1
NIJ,11466,Black,M,0
NIJ,11467,Black,M,0
NIJ,11468,Black,M,1
NIJ,11469,Black,M,0
NIJ,11470,White,M,0
NIJ,11471,White,F,0
NIJ,11472,Black,M,0
NIJ,11473,Black,M,1
NIJ,11474,Black,M,0
NIJ,11475,Black,M,1
NIJ,11476,White,M,1
NIJ,11477,White,M,0
NIJ,11478,White,F,1
NIJ,11479,Black,M,1
NIJ,11480,White,M,1
NIJ,11481,White,M,0
NIJ,11482,Black,M,1
NIJ,11483,Black,M,0
NIJ,11484,Black,M,1
NIJ,11486,Black,M,1
NIJ,11487,Black,M,1
NIJ,11488,Black,M,0
NIJ,11489,White,M,0
NIJ,11490,White,M,0
NIJ,11491,White,M,0
NIJ,11492,Black,M,1
NIJ,11493,White,F,1
NIJ,11494,White,M,1
NIJ,11495,Black,M,1
NIJ,11496,White,M,1
NIJ,11497,White,M,1
NIJ,11498,Black,M,1
NIJ,11499,Black,M,1
NIJ,11500,Black,M,1
NIJ,11501,White,M,0
NIJ,11502,White,M,0
NIJ,11503,Black,M,1
NIJ,11504,Black,M,0
NIJ,11505,White,F,0
NIJ,11506,White,F,1
NIJ,11507,Black,M,0
NIJ,11508,Black,F,0
NIJ,11510,Black,M,0
NIJ,11511,Black,M,0
NIJ,11512,White,M,1
NIJ,11513,White,M,1
NIJ,11514,Black,M,1
NIJ,11515,White,F,0
NIJ,11516,Black,M,1
NIJ,11517,Black,M,0
NIJ,11518,Black,M,1
NIJ,11519,White,M,0
NIJ,11520,White,M,0
NIJ,11521,White,M,0
NIJ,11523,Black,M,1
NIJ,11524,Black,F,1
NIJ,11525,Black,M,1
NIJ,11526,White,M,1
NIJ,11527,White,M,0
NIJ,11528,White,M,0
NIJ,11529,Black,M,1
NIJ,11530,Black,M,1
NIJ,11531,Black,M,0
NIJ,11532,White,F,1
NIJ,11533,Black,M,1
NIJ,11534,White,M,0
NIJ,11535,Black,M,1
NIJ,11536,White,M,1
NIJ,11537,Black,M,0
NIJ,11538,Black,M,1
NIJ,11539,Black,M,0
NIJ,11540,Black,M,1
NIJ,11541,Black,M,0
NIJ,11542,White,M,0
NIJ,11543,Black,M,1
NIJ,11544,White,M,0
NIJ,11545,Black,M,0
NIJ,11546,Black,M,0
NIJ,11547,White,M,0
NIJ,11548,White,M,1
NIJ,11549,Black,F,0
NIJ,11550,White,M,0
NIJ,11551,White,M,0
NIJ,11552,White,M,1
NIJ,11553,Black,M,1
NIJ,11554,Black,M,0
NIJ,11555,Black,M,1
NIJ,11556,Black,M,1
NIJ,11557,Black,M,1
NIJ,11558,Black,F,0
NIJ,11559,White,M,0
NIJ,11560,Black,M,1
NIJ,11561,White,M,1
NIJ,11562,Black,M,1
NIJ,11563,White,M,0
NIJ,11564,White,M,1
NIJ,11565,Black,M,0
NIJ,11566,Black,M,0
NIJ,11567,Black,M,0
NIJ,11568,Black,F,0
NIJ,11569,Black,M,1
NIJ,11570,Black,M,0
NIJ,11571,Black,M,0
NIJ,11572,Black,M,0
NIJ,11573,White,M,0
NIJ,11574,Black,M,1
NIJ,11575,Black,M,1
NIJ,11576,Black,M,1
NIJ,11577,Black,M,0
NIJ,11578,Black,M,0
NIJ,11579,Black,M,1
NIJ,11580,Black,M,1
NIJ,11581,Black,M,0
NIJ,11582,Black,M,0
NIJ,11583,Black,M,1
NIJ,11584,Black,M,1
NIJ,11585,Black,M,0
NIJ,11586,White,M,0
NIJ,11587,Black,M,1
NIJ,11588,Black,M,0
NIJ,11589,White,M,0
NIJ,11590,Black,M,1
NIJ,11591,Black,M,1
NIJ,11592,Black,M,1
NIJ,11593,Black,M,0
NIJ,11594,Black,M,0
NIJ,11595,Black,M,0
NIJ,11596,White,M,0
NIJ,11597,Black,M,0
NIJ,11598,White,F,1
NIJ,11599,Black,F,0
NIJ,11600,Black,M,0
NIJ,11601,Black,M,1
NIJ,11602,White,F,1
NIJ,11603,White,M,0
NIJ,11604,White,M,0
NIJ,11605,Black,M,0
NIJ,11606,Black,M,1
NIJ,11608,Black,M,0
NIJ,11609,White,F,1
NIJ,11610,Black,M,0
NIJ,11611,Black,M,0
NIJ,11612,White,M,0
NIJ,11613,White,M,1
NIJ,11614,White,M,1
NIJ,11615,White,M,0
NIJ,11616,White,M,0
NIJ,11617,White,M,1
NIJ,11618,Black,M,0
NIJ,11619,Black,F,0
NIJ,11620,White,F,1
NIJ,11621,White,M,1
NIJ,11622,Black,M,1
NIJ,11623,White,M,1
NIJ,11624,Black,M,0
NIJ,11625,Black,M,1
NIJ,11626,White,M,1
NIJ,11627,Black,M,1
NIJ,11628,White,M,1
NIJ,11629,White,F,1
NIJ,11630,White,M,1
NIJ,11631,Black,M,1
NIJ,11632,Black,M,1
NIJ,11633,Black,M,1
NIJ,11634,Black,M,1
NIJ,11635,White,M,1
NIJ,11636,Black,M,1
NIJ,11637,Black,M,1
NIJ,11638,Black,M,0
NIJ,11639,Black,F,0
NIJ,11640,White,M,0
NIJ,11641,White,M,0
NIJ,11643,White,M,0
NIJ,11644,White,F,1
NIJ,11645,Black,M,1
NIJ,11646,White,M,0
NIJ,11647,Black,M,0
NIJ,11648,Black,F,1
NIJ,11649,Black,M,1
NIJ,11650,Black,M,1
NIJ,11651,White,M,1
NIJ,11652,Black,M,0
NIJ,11653,Black,F,0
NIJ,11655,White,M,1
NIJ,11656,Black,M,0
NIJ,11657,Black,M,1
NIJ,11658,Black,M,1
NIJ,11659,Black,M,1
NIJ,11660,Black,M,0
NIJ,11661,Black,M,0
NIJ,11662,Black,M,0
NIJ,11663,White,F,1
NIJ,11664,Black,M,1
NIJ,11665,Black,M,1
NIJ,11666,White,M,0
NIJ,11667,Black,M,1
NIJ,11668,Black,M,0
NIJ,11669,White,M,1
NIJ,11670,Black,M,1
NIJ,11671,Black,M,0
NIJ,11672,Black,M,1
NIJ,11673,Black,M,1
NIJ,11674,White,M,1
NIJ,11675,White,F,0
NIJ,11676,White,M,0
NIJ,11677,Black,M,0
NIJ,11678,White,M,0
NIJ,11679,White,M,1
NIJ,11680,Black,M,1
NIJ,11681,Black,M,0
NIJ,11682,Black,M,1
NIJ,11683,Black,M,0
NIJ,11684,Black,M,1
NIJ,11685,White,M,1
NIJ,11686,Black,M,1
NIJ,11687,Black,M,0
NIJ,11688,Black,M,1
NIJ,11689,Black,M,1
NIJ,11690,Black,M,1
